Name,Price,property,status,floor,transaction,facing,overlooking,ownership,bathroom,balcony,city,location,Rate_per_sqft,bedroom,total_area,year,Registry,Land Deed,Furniture
"1 BHK Flat for Sale in Pandav Nagar, Ghaziabad",2489600.617,Unknown,Ready to Move,3 out of 14,Resale,East,"Garden/Park, Main Road",Leasehold,1,1,Ghaziabad, Pandav Nagar,3419,1,584.9663644,2003,Registered,Yes,Yes
"2 BHK Flat for Sale in Ansal East End, Tronica City, Ghaziabad",3983360.987,Unknown,Ready to Move,5 out of 11,Resale,East,"Garden/Park, Main Road",Freehold,2,1,Ghaziabad, Ansal East End,2560,2,1250,2003,Registered,Yes,Yes
"2 BHK Flat for Sale in Radha Kunj, Surya Nagar, Ghaziabad",3236480.802,Unknown,Ready to Move,1 out of 3,Resale,North,Garden/Park,Leasehold,2,3,Ghaziabad, Radha Kunj,3059,2,849.9509644,2003,Registered,Yes,Yes
"1 BHK Flat for Sale in Radha Kunj, Surya Nagar, Ghaziabad",3983360.987,Unknown,Ready to Move,Ground out of 3,Resale,East,Main Road,Freehold,1,2,Ghaziabad, Radha Kunj,7080,1,451.9774011,2003,Registered,No,Yes
"4 BHK Flat for Sale in Safdarjung Development Area, Hauz Khas, New Delhi",130704032.4,Unknown,Ready to Move,3 out of 4,New Property,North - East,Main Road,Freehold,4,2,Delhi, Safdarjung Development Area,50000,4,2100,2003,Registered,Yes,No
"3 BHK Flat for Sale in New Friends Colony, New Delhi",37344009.25,Unknown,Ready to Move,4 out of 5,Resale,North - East,Garden/Park,Freehold,3,2,Delhi, New Friends Colony,18462,3,1624.959376,2003,Registered,Yes,Yes
"1 BHK Flat for Sale in Lal Kuan, Ghaziabad",1966784.487,Unknown,Ready to Move,1 out of 3,Resale,East,Garden/Park,Freehold,1,2,Ghaziabad, Lal Kuan,2800,1,564.2857143,2003,Registered,No,Yes
"3 BHK Flat for Sale in Sidhartha NCR One, Sector 95, Gurgaon",8091202.004,Unknown,Ready to Move,1 out of 16,Resale,North,Road,Leasehold,2,3,Gurgaon, Sidhartha NCR One,4530,3,1434.878587,2003,Registered,No,Yes
"3 BHK Flat for Sale in Mayfield Garden, Sector 51, Gurgaon",22406405.55,Unknown,Poss. by Dec '23,3 out of 4,New Property,North,Road,Freehold,3,3,Gurgaon, Mayfield Garden,7826,3,2300.025556,2003,Not Registered,Yes,Yes
"4 BHK Flat for Sale in Zeta 1, Greater Noida",15560003.85,Unknown,Ready to Move,3 out of 11,Resale,North - East,Road,Freehold,4,1,Noida, Zeta 1,5388,4,2319.970304,2003,Registered,Yes,Yes
"4 BHK Flat for Sale in Spring Homes, Greater Noida West, Greater Noida",20912645.18,Unknown,Ready to Move,9 out of 13,New Property,Not specified,Road,Freehold,4,8,Noida, Spring Homes,6000,4,2800,2003,Registered,Yes,Yes
"2 BHK Flat for Sale in Shree Vardhman Mantra, Sector 67, Gurgaon",6522753.616,Unknown,Ready to Move,2 out of 4,New Property,Not specified,Road,Not specified,2,3,Gurgaon, Shree Vardhman Mantra,6545,2,800.6111536,2003,Registered,Yes,Yes
"2 BHK Flat for Sale in Vaishali Sector 4, Ghaziabad",5975041.48,Unknown,Poss. by Dec '24,1 out of 4,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Vaishali Sector 4,4174,2,1149.976042,2003,Registered,Yes,Yes
"3 BHK Flat for Sale in Sector 57, Gurgaon",21037125.21,Unknown,Poss. by Nov '23,23,New Property,Not specified,Road,Not specified,3,2,Gurgaon, Sector 57,10562,3,1600.075743,2003,Registered,Yes,No
"3 BHK Flat for Sale in Ivy County, Sector 75, Noida",26763206.63,Unknown,Ready to Move,2 out of 18,New Property,Not specified,Road,Not specified,3,2,Noida, Ivy County,12983,3,1656.011708,2003,Registered,No,Yes
"2 BHK Flat for Sale in Ajnara Integrity, Raj Nagar Extension, Ghaziabad",6771713.677,Unknown,Ready to Move,3 out of 4,New Property,Not specified,Road,Not specified,2,2,Ghaziabad, Ajnara Integrity,4969,2,1094.787684,2003,Registered,No,Yes
"3 BHK Flat for Sale in Prateek Laurel, Sector 120, Noida",11825602.93,Unknown,Ready to Move,2 out of 3,Resale,Not specified,Road,Not specified,2,2,Noida, Prateek Laurel,6859,3,1385.041551,2003,Registered,Yes,Yes
"3 BHK Flat for Sale in Sushant Lok Phase 3, Sector 57, Golf Course Extension Road, Gurgaon",6248897.548,Unknown,Ready to Move,2 out of 2,Resale,Not specified,Road,Not specified,3,2,Gurgaon, Sushant Lok Phase 3,5020,3,1000,2003,Registered,No,Yes
"4 BHK Flat for Sale in Ghata, Gurgaon",13692803.39,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,3,2,Gurgaon, Ghata,7333,4,1500.068185,2003,Registered,No,Yes
"2 BHK Flat for Sale in Ghata, Gurgaon",13817283.42,Unknown,Ready to Move,2 out of 5,Resale,Not specified,Road,Not specified,2,2,Gurgaon, Ghata,15634,2,709.9910452,2003,Registered,Yes,Yes
"2 BHK Flat for Sale in Twin Celestial, Greater Noida West, Greater Noida",3983360.987,Unknown,Ready to Move,2 out of 4,New Property,Not specified,Road,Not specified,2,2,Noida, Tw Celestial,3282,2,975.0152346,2003,Not Registered,Yes,No
"5 BHK Flat for Sale in Greater Kailash 2, New Delhi",205392050.9,Unknown,Ready to move,2 out of 4,New Property,Not specified,Road,Not specified,6,2,Delhi, Greater Kailash 2,23571,5,7000.127275,2003,Not Registered,Yes,Yes
"3 BHK Flat for Sale in DDA Flats, Sarita Vihar Pocket J, New Delhi",15560003.85,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Delhi, DDA Flats,8621,3,1449.947802,2003,Registered,No,Yes
"2 BHK Flat for Sale in ACE City, Noida Extension, Noida",8713602.158,Northern Spaces,Ready to Move,2 out of 25,Resale,West,Main Road,Leasehold,2,2,Noida, ACE City,6422,2,1090.003114,2003,Registered,Yes,No
"4 BHK Flat for Sale in Bestech Park View Spa Next, Sector 67, Sohna Road, Gurgaon",23028805.7,Neeraj & Co,Ready to Move,8 out of 15,Resale,North - East,"Garden/Park, Main Road",Leasehold,4,2,Gurgaon, Bestech Park View Spa Next,7872,4,2350.101626,2003,Registered,No,Yes
"3 BHK Flat for Sale in Bestech Park View Spa Next, Sector 67, Sohna Road, Gurgaon",22779845.64,HCO Real Estates,Ready to Move,3 out of 14,Resale,North - East,Garden/Park,Leasehold,4,2,Gurgaon, Bestech Park View Spa Next,7445,3,2458.02552,2003,Not Registered,No,No
"> 10 BHK Villa for Sale in Sector 41, Dadri Road Noida",99584024.67,Unknown,Ready to Move,1 out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,2,1,Noida, Sector 41,18580,10,4305.705059,2003,Registered,Yes,No
"3 BHK Flat for Sale in DLF City Plot Phase 1, DLF City Phase 1, Gurgaon",19294404.78,Unknown,Ready to Move,5 out of 23,Resale,North - East,Garden/Park,Freehold,3,2,Gurgaon, DLF City Plot Phase 1,10333,3,1500.048389,2003,Registered,Yes,No
"2 BHK Flat for Sale in AIG Royal, Sector 1, Greater Noida",7717761.912,Unknown,Ready to Move,3 out of 4,New Property,North - East,Main Road,Co-operative Society,2,2,Noida, AIG Royal,5905,2,1049.957663,2003,Registered,Yes,Yes
"3 BHK Flat for Sale in Preet Vihar, New Delhi",22406405.55,Unknown,Ready to Move,9 out of 40,New Property,East,Garden/Park,Freehold,2,2,Delhi, Preet Vihar,14286,3,1259.974801,2003,Not Registered,No,Yes
"4 BHK Flat for Sale in Neeti Bagh, New Delhi",149376037,Unknown,Ready to Move,5 out of 9,New Property,South - East,"Pool, Garden/Park, Main Road",Freehold,5,4,Delhi, Neeti Bagh,4462,4,26893.76961,2003,Registered,Yes,Yes
"2 BHK Flat for Sale in Swarn Residency, Sahibabad, Ghaziabad",7219841.788,Unknown,Ready to Move,1 out of 4,Resale,West,"Garden/Park, Main Road",Freehold,2,5,Ghaziabad, Swarn Residency,6296,2,921.2198221,2003,Registered,Yes,Yes
"3 BHK Flat for Sale in Neeti Khand 1, Indirapuram, Ghaziabad",10580802.62,Unknown,Ready to Move,8 out of 20,New Property,North - East,"Garden/Park, Pool, Main Road",Freehold,2,4,Ghaziabad, Neeti Khand 1,5415,3,1569.713758,2003,Not Registered,Yes,No
"3 BHK Flat for Sale in Gaur City 2, Noida Extension, Noida",9336002.313,Unknown,Ready to Move,10 out of 11,Resale,North - West,"Main Road, Garden/Park",Freehold,3,1,Noida, Gaur City 2,4800,3,1562.5,2003,Registered,Yes,Yes
"3 BHK Flat for Sale in Rise Organic Ghar, Wave City, Ghaziabad",6721921.665,Unknown,Ready to Move,4 out of 13,Resale,North - East,"Garden/Park, Pool",Leasehold,2,1,Ghaziabad, Rise Organic Ghar,6149,3,878.1915759,2003,Registered,Yes,Yes
"2 BHK Flat for Sale in Sector 62, NH 24, Noida",6970881.727,Unknown,Ready to Move,1 out of 3,Resale,North - East,Garden/Park,Leasehold,2,5,Noida, Sector 62,10417,2,537.5827974,2003,Registered,No,Yes
"3 BHK Flat for Sale in Parmarth Apartment, Vikaspuri, New Delhi",15560003.85,Unknown,Ready to Move,6 out of 15,Resale,North - East,Garden/Park,Freehold,2,2,Delhi, Parmarth Apartment,5682,3,2199.929602,2003,Not Registered,No,Yes
"4 BHK Flat for Sale in DLF One Midtown, Moti Nagar, Kirti Nagar, New Delhi",112032027.8,Unknown,Poss. by Mar '24,2 out of 2,New Property,East,"Pool, Garden/Park, Main Road",Freehold,5,2,Delhi, DLF One Midtown,5789,4,15546.72655,2003,Registered,Yes,Yes
"3 BHK Flat for Sale in RWA Jalvayu Vihar, Sector 25, Noida",13692803.39,Unknown,Ready to Move,10 out of 32,Resale,North - East,"Pool, Garden/Park, Main Road",Freehold,3,2,Noida, RWA Jalvayu Vihar,9406,3,1169.466298,2003,Not Registered,Yes,Yes
"3 BHK Flat for Sale in DLF The Primus, Sector 82A, Gurgaon",21286085.27,Unknown,Ready to Move,19 out of 24,Resale,East,"Garden/Park, Pool",Freehold,3,5,Gurgaon, DLF The Primus,11888,3,1438.425303,2003,Registered,No,Yes
"4 BHK Flat for Sale in Jaypee Greens Kalypso Court, Sector 128, Noida Express Way, Noida",52904013.11,Unknown,Ready to Move,3 out of 4,Resale,East,Road,Freehold,4,2,Noida, Jaypee Greens Kalypso Court,5018,4,8469.509765,2003,Registered,Yes,Yes
"3 BHK Flat for Sale in Chittaranjan Park, New Delhi",24896006.17,Unknown,Ready to Move,12 out of 12,New Property,Not specified,Road,Not specified,3,3,Delhi, Chittaranjan Park,31000,3,645.1612903,2003,Registered,No,No
"> 10 BHK Villa for Sale in Maharani Bagh, New Friends Colony New Delhi",385888095.6,Unknown,Ready to Move,12 out of 30,Resale,Not specified,Road,Not specified,2,3,Delhi, Maharani Bagh,10577,10,29308.87775,2003,Registered,Yes,Yes
"2 BHK Flat for Sale in Eros Wembley Estate, Nirvana Country, Sector 50, Gurgaon",13692803.39,Unknown,Ready to Move,19 out of 21,Resale,Not specified,Road,Not specified,2,2,Gurgaon, Eros Wembley Estate,57500,2,191.3043478,2003,Not Registered,Yes,No
"2 BHK House for Sale in Rajendra Park Block C, Sector 105 Gurgaon",3721952.922,Unknown,Ready to Move,13 out of 33,Resale,Not specified,Road,Not specified,2,2,Gurgaon, Rajendra Park Block C,12630,2,236.7379256,2003,Registered,Yes,Yes
"4 BHK Flat for Sale in DLF Ultima Phase II, Sector 81, Gurgaon",45435211.25,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,3,2,Gurgaon, DLF Ultima Phase II,3871,4,9429.088091,2003,Registered,Yes,No
"3 BHK Flat for Sale in Mahagun Mascot, Crossings Republik, Ghaziabad",7468801.85,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,3,2,Ghaziabad, Mahagun Mascot,17000,3,352.9411765,2003,Registered,Yes,Yes
"3 BHK Flat for Sale in Elevate, Behrampur, Sector 59, Gurgaon",48547212.03,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,3,2,Gurgaon, Elevate,7631,3,6361.84144,2003,Registered,Yes,Yes
"4 BHK Flat for Sale in Vasundhara Sector 3, Ghaziabad",9336002.313,Residio Real Estate,Ready to Move,Ground out of 3,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,3,1,Ghaziabad, Vasundhara Sector 3,6968,4,1076.349024,2003,Registered,No,Yes
"3 BHK Flat for Sale in Park View City 1, Sector 48, Gurgaon",27385606.78,Bhasin Estate Agency ,Ready to Move,7 out of 14,Resale,North - West,Main Road,Freehold,3,4,Gurgaon, Park View City 1,10602,3,2075.080174,2003,Registered,Yes,No
"3 BHK Flat for Sale in BPTP Park 81, Sector 81, Faridabad",9584962.374,A2Z Real Estate Developers,Ready to Move,2 out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,3,2,Faridabad, BPTP Park 81,5309,3,1450.367301,2003,Registered,Yes,Yes
"4 BHK Flat for Sale in Ambience Mall, Sector 24, NH 8, Gurgaon",121741470.2,CBRE South Asia Pvt. Ltd.,Ready to Move,3 out of 12,Resale,North - East,Main Road,Freehold,4,3,Gurgaon, Ambience Mall,14500,4,6744.827586,2003,Registered,Yes,Yes
"5 BHK Flat for Sale in Ambience Mall, Sector 24, NH 8, Gurgaon",139791074.6,ANG Homes Pvt Ltd,Ready to Move,7 out of 12,Resale,North - East,"Main Road, Garden/Park",Freehold,5,2,Gurgaon, Ambience Mall,14500,5,7744.827586,2003,Not Registered,Yes,Yes
"4 BHK Flat for Sale in Park Royal Apartments, Dwarka Sector 9, New Delhi",58444930.24,Unknown,Ready to Move,3 out of 10,Resale,West,Garden/Park,Freehold,3,1,Delhi, Park Royal Apartments,13542,4,2399.940925,2004,Registered,Yes,Yes
"3 BHK Flat for Sale in Chhattarpur Enclave, New Delhi",11688986.05,Unknown,Ready to Move,2 out of 5,Resale,East,"Garden/Park, Pool, Main Road",Leasehold,2,2,Delhi, Chhattarpur Enclave,2889,3,2249.913465,2004,Registered,No,Yes
"3 BHK Flat for Sale in Ireo Victory Valley, Sector 67, Gurgaon",66537305.2,Unknown,Ready to Move,25 out of 30,Resale,East,Garden/Park,Freehold,4,3,Gurgaon, Ireo Victory Valley,13821,3,2677.085594,2004,Registered,Yes,No
"2 BHK Flat for Sale in RR Homes, Sector 1, Greater Noida",4945340.251,Unknown,Ready to Move,1 out of 3,New Property,South - East,"Garden/Park, Main Road",Freehold,2,3,Noida, RR Homes,2835,2,970.0176367,2004,Registered,Yes,No
"2 BHK Flat for Sale in Shiv Nagar, Janakpuri, New Delhi",13487291.59,Unknown,Ready to Move,29 out of 38,Resale,North,Garden/Park,Freehold,2,2,Delhi, Shiv Nagar,8333,2,900.0360014,2004,Registered,No,No
"4 BHK Flat for Sale in DLF Crest, Suncity, Sector 54, DLF Golf Course Road, Gurgaon",251762776.4,Unknown,Ready to Move,3 out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,5,3,Gurgaon, DLF Crest,34809,4,4021.948347,2004,Registered,Yes,Yes
"6 BHK House for Sale in Om Nagar Sector 11, Sector 11, Basai Road Gurgaon",46755944.19,Unknown,Ready to Move,3 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Leasehold,5,3,Gurgaon, Om Nagar Sector 11,14444,6,1800.055386,2004,Registered,Yes,Yes
"3 BHK Flat for Sale in ATS Pious Hideaways, Sector 150, Pusta Road, Noida",23917463.76,Unknown,Poss. by Mar '24,2 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,3,5,Noida, ATS Pious Hideaways,8235,3,1615.057681,2004,Registered,No,No
"1 BHK Flat for Sale in Shahdara, New Delhi",5394916.638,Unknown,Ready to Move,3 out of 19,Resale,North - East,"Garden/Park, Main Road",Leasehold,1,1,Delhi, Shahdara,6667,1,449.9775011,2004,Registered,Yes,Yes
"2 BHK Flat for Sale in Pandav Nagar, New Delhi",7552883.293,Unknown,Ready to Move,10 out of 40,Resale,Not specified,Road,Freehold,2,3,Delhi, Pandav Nagar,5490,2,765.0273224,2004,Registered,Yes,Yes
"2 BHK Flat for Sale in Galaxy North Avenue, Noida Extension, Noida",5934408.301,Unknown,Ready to Move,4 out of 5,Resale,Not specified,Road,Not specified,2,3,Noida, Galaxy North Avenue,3568,2,924.8878924,2004,Registered,Yes,Yes
"4 BHK Flat for Sale in IREO Skyon, Sector 60, Gurgaon",65997813.53,Unknown,Ready to Move,2 out of 3,Resale,Not specified,Road,Not specified,4,3,Gurgaon, IREO Skyon,13023,4,2818.09107,2004,Not Registered,Yes,No
"2 BHK Flat for Sale in West Vinod Nagar, New Delhi",4136102.756,Unknown,Ready to Move,14 out of 31,Resale,Not specified,Road,Not specified,1,3,Delhi, West Vinod Nagar,4600,2,500,2004,Registered,Yes,Yes
"3 BHK Flat for Sale in Vasant Kunj, New Delhi",41361027.56,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,2,1,Delhi, Vasant Kunj,14375,3,1600,2004,Registered,Yes,No
"3 BHK Flat for Sale in Sector 1, Noida",20680513.78,Unknown,Ready to Move,3 out of 3,Resale,Not specified,Road,Not specified,3,2,Noida, Sector 1,7233,3,1589.93502,2004,Registered,Yes,No
7 BHK House for Sale in Surya Vihar Gurgaon,53949166.38,Unknown,Ready to Move,6 out of 14,Resale,Not specified,Road,Not specified,7,2,Gurgaon, Surya Vihar Gurgaon,7500,7,4000,2004,Registered,Yes,Yes
"1 BHK Flat for Sale in Chhattarpur, New Delhi",3776441.646,Unknown,Ready to Move,9 out of 14,Resale,Not specified,Road,Not specified,1,2,Delhi, Chhattarpur,4667,1,449.9678594,2004,Registered,Yes,Yes
"1 BHK Flat for Sale in Himvarsha Apartment, Indraprastha Extension, Patparganj, New Delhi",13487291.59,Unknown,Ready to Move,7 out of 15,Resale,Not specified,Road,Not specified,1,2,Delhi, Himvarsha Apartment,4444,1,1687.668767,2004,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Amrapali Village, Indirapuram, Ghaziabad",10789833.28,Unknown,Ready to Move,Ground out of 2,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Amrapali Village,5591,2,1073.153282,2004,Registered,Yes,Yes
"2 BHK Flat for Sale in Gaur City 1st Avenue, Greater Noida West, Greater Noida",11059579.11,Unknown,Ready to Move,1 out of 4,Resale,Not specified,Road,Not specified,2,2,Noida, Gaur City 1st Avenue,8974,2,685.3131268,2004,Registered,No,Yes
"3 BHK Flat for Sale in Shree Vardhman Victoria, Sector 70, Gurgaon",31470347.05,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,3,2,Gurgaon, Shree Vardhman Victoria,16097,3,1087.159098,2004,Registered,No,Yes
"3 BHK Flat for Sale in Vijayant Enclave, Arun Vihar, Sector 37, Golf course Metro, Noida",62940694.11,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,3,2,Noida, Vijayant Enclave,13704,3,2553.998832,2004,Not Registered,No,Yes
"4 BHK Flat for Sale in Rohini Sector 16, New Delhi",33268652.6,Unknown,Ready to move,2 out of 4,New Property,Not specified,Road,Not specified,3,2,Delhi, Rohini Sector 16,7631,4,4359.671419,2004,Registered,Yes,Yes
"3 BHK Flat for Sale in New Rajendra Nagar, New Delhi",51251708.06,Happy Homes,Ready to Move,2 out of 4,New Property,North,Main Road,Freehold,3,2,Delhi, New Rajendra Nagar,21111,3,1350.007105,2004,Registered,Yes,No
"3 BHK Flat for Sale in Sector 31, Mathura Road, Faridabad",25176277.64,Anupam Properties,Ready to Move,3 out of 4,New Property,South,Main Road,Freehold,3,3,Faridabad, Sector 31,6222,3,2250.08036,2004,Registered,Yes,No
"6 BHK Flat for Sale in Raj Nagar, Ghaziabad",98906805.02,Skyera Real Estate,Poss. by Dec '23,1 out of 3,Resale,North - East,Main Road,Freehold,5,4,Ghaziabad, Raj Nagar,7639,6,7199.895274,2004,Registered,Yes,No
"1 BHK Flat for Sale in Dlf Dilshad Plaza, Shalimar Garden, Ghaziabad",3236949.983,Unknown,Ready to Move,2 out of 3,Resale,South,"Garden/Park, Main Road",Freehold,1,3,Ghaziabad, Dlf Dilshad Plaza,4000,1,450,2004,Registered,Yes,Yes
"1 BHK Flat for Sale in Vaishali Sector 2, Ghaziabad",4226018.033,Unknown,Ready to Move,Ground out of 3,Resale,East,"Garden/Park, Pool, Main Road",Freehold,2,3,Ghaziabad, Vaishali Sector 2,4700,1,500,2004,Registered,Yes,No
"4 BHK Flat for Sale in Ardee City, Sector 52, Gurgaon",28772888.73,Unknown,Ready to Move,Ground out of 3,Resale,East,"Garden/Park, Pool, Main Road",Freehold,4,3,Gurgaon, Ardee City,5926,4,2699.96625,2004,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Ansal Plaza-Gr. Noida, Noida-Greater Noida Expressway, Greater Noida",8092374.957,Unknown,Ready to Move,2 out of 22,Resale,East,Main Road,Freehold,2,1,Noida, Ansal Plaza-Gr. Noida,3333,2,1350.135014,2004,Registered,Yes,Yes
"3 BHK Flat for Sale in Beta 2 Block G, Greater Noida",10789833.28,Unknown,Ready to Move,13 out of 13,Resale,North - East,Main Road,Freehold,3,2,Noida, Beta 2 Block G,3315,3,1809.954751,2004,Registered,Yes,Yes
"4 BHK Flat for Sale in Sector 28, Mathura Road, Faridabad",31470347.05,Unknown,Ready to Move,2 out of 4,New Property,North - East,Main Road,Freehold,4,1,Faridabad, Sector 28,5556,4,3149.74802,2004,Registered,Yes,Yes
2 BHK Flat for Sale in New Delhi,5394916.638,Unknown,Ready to Move,3 out of 3,Resale,North,Garden/Park,Freehold,2,3,Delhi, New Delhi,6479,2,463.0344189,2004,Registered,Yes,Yes
"2 BHK Flat for Sale in KDP Grand Savana, Raj Nagar Extension, Ghaziabad",8991527.729,Unknown,Ready to Move,8 out of 11,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,2,3,Ghaziabad, KDP Grand Savana,4000,2,1250,2004,Not Registered,Yes,No
"6 BHK Flat for Sale in Raghubarpura, New Delhi",80923749.57,Unknown,Ready to Move,5 out of 5,Resale,North,Main Road,Leasehold,4,3,Delhi, Raghubarpura,15000,6,3000,2004,Not Registered,Yes,Yes
4 BHK House for Sale in Raghubarpura New Delhi,68335610.74,Unknown,Ready to Move,3 out of 3,Resale,East,"Pool, Garden/Park, Main Road",Freehold,4,1,Delhi, Raghubarpura New Delhi,8796,4,4320.145521,2004,Registered,No,Yes
"4 BHK Flat for Sale in Safdarjung Enclave, New Delhi",98906805.02,Unknown,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,4,2,Delhi, Safdarjung Enclave,18333,4,3000.054546,2004,Registered,No,Yes
"4 BHK Flat for Sale in Neeti Khand 1, Indirapuram, Ghaziabad",43159333.1,Unknown,Ready to Move,3 out of 4,New Property,East,"Pool, Garden/Park",Leasehold,4,3,Ghaziabad, Neeti Khand 1,10135,4,2368.031574,2004,Registered,No,Yes
